Tour;Tournament Year;Tournament #;Permanent Tournament #;Course #;Team ID;Team Number;Player Number;Player Name;Round Number;Event Name;Course Name;Course Par;Course Yardage;Tee Time;Round Score;End of Round Finish Pos. (numeric);End of Round Finish Pos. (text); End of Event Pos. (numeric);End of Event Pos. (text);In Playoff;Eagles;Eagles(Rank);Birdies;Birdies (Rank);Pars;Bogeys;Bogeys (Rank);Doubles;Others;Total Holes Over Par; Bogey Avoidance Rank;Longest Drive;Longest Drives(Rank);Driving Distance(Total Distance);Driving Distance(Total Drives);Driving Distance(Rank);Driving Dist. - All Drives(Tot. Dist.);Driving Dist. - All Drives(# of Drives);Driving Dist. - All Drives(Rank);Drives Over 300 Yards (# of Drives);Driving Acc. %(Fairways Hit);Driving Acc. %(Possible Fairways);Driving Accuracy Rank;Left Rough Tendency(Total Left Rough);Right Rough Tendency(Total Right Rough);App.   50-75 yds(ft);App.   50-75 yds(attempts);App.   75-100 yds(ft);App.   75-100 yds(attempts);App.   100-125 yds(ft);App.   100-125 yds(attempts);Approaches   50-125 Yards(ft);Approaches   50-125 Yards(attempts);Approaches   125-150 Yards(ft);Approaches   125-150 Yards(attempts);Approaches   150-175 Yards(ft);Approaches   150-175 Yards(attempts);Approaches   175-200 Yards(ft);Approaches   175-200 Yards(attempts);Approaches   >200 Yards(ft);Approaches   >200 Yards(attempts);App.   50-75 yds(ft) - Rough;App.   50-75 yds(attempts) - Rough;App.   75-100 yds(ft) - Rough;App.   75-100 yds(attempts) - Rough;App.   100-125 yds(ft) - Rough;App.   100-125 yds(attempts) - Rough;Approaches   50-125 Yards(ft) - Rough;Approaches   50-125 Yards(attempts) - Rough;Approaches   125-150 Yards(ft) - Rough;Approaches   125-150 Yards(attempts) - Rough;Approaches   150-175 Yards(ft) - Rough;Approaches   150-175 Yards(attempts) - Rough;Approaches   175-200 Yards(ft) - Rough;Approaches   175-200 Yards(attempts) - Rough;Approaches   >200 Yards(ft) - Rough;Approaches   >200 Yards(attempts) - Rough;Total Holes Played;Total Greens in Regulation;GIR Rank;Total Distance(ft) Prox to Hole; # of Attempts Prox to Hole;Proximity to Hole (Rank);Fairway Prox(attempts);Fairway Prox(distance in ft);Fairway Prox (Rank);Rough Prox(attempts);Rough Prox(distance in ft);Rough Prox (Rank);Left Rough Prox(attempts);Left Rough Prox(distance in ft);Right Rough Prox(attempts);Right Rough Prox(distance in ft);Going for Green(attempts);Going for Green(non-attempts);Going for the Green(successes);Scrambling Par or Better;Scrambling Missed GIR;Scrambling (Rank);Scrambling Proximity (Total Distance);Scrambling Proximity (# of shots);Scrambling Proximity (rank);Scrambling from the Rough(successes);Scrambling from the Rough(attempts);Scrambling from the Fringe(successes);Scrambling from the Fringe(attempts);Scrambling   >30 Yards(successes); Scrambling   >30 Yards(attempts);Scrambling   20-30 Yards(successes); Scrambling   20-30 Yards(attempts);Scrambling   10-20 Yards(successes); Scrambling   10-20 Yards(attempts);Scrambling   < 10 Yards(successes); Scrambling   < 10 Yards(attempts);Sand Save %(# Saves);Sand Save %(# Bunkers);Sand Save (Rank);Prox to Hole from Sand(Total Distance); Prox to Hole from Sand(# of Shots);Total Hole Outs;Longest Hole Out(yards);Overall Putting Avg(# of Putts); Putting Avg(GIR Putts);One-Putt %(# of One Putts);3-Putt Avoid(Total 3 Putts);Approach Putt Performance(attempts);Approach Putt Performance(ft));Avg Distance of Putts Made(Total Distance of Putts);Putting   3'(attempts);Putting   3'(putts made);Putting   4'(attempts);Putting   4'(putts made);Putting   5'(attempts);Putting   5'(putts made);Putting   6'(attempts);Putting   6'(putts made);Putting   7'(attempts);Putting   7'(putts made);Putting   8'(attempts);Putting   8'(putts made);Putting   9'(attempts);Putting   9'(putts made);Putting   10'(attempts);Putting   10'(putts made);Putting Inside 5' (putts made);Putting Inside 5' (attempts);Putting Inside 5 Feet (Rank);Putting   5' - 10' (putts made);Putting   5' - 10' (attempts);Putting   5' - 10' (Rank);Putting   4'-8'(attempts);Putting   4'-8'(putts made);Putting   4' - 8' (Rank);Putting-Inside 10'(attempts);Putting-Inside 10'(putts made);Putting-Inside 10'(rank);Putting   10'-15'(attempts);Putting   10'-15'(putts made);Putting   10'-15'(rank);Putting   15-20'(attempts);Putting   15'-20'(putts made);Putting   15'-20'(rank);Putting   20'-25'(attempts);Putting   20'-25'(putts made);Putting   20'-25'(rank);Putting   >25'(attempts);Putting   >25'(putts made);Putting   >25'(rank);Putting   > 10' (putts made);Putting   > 10' (attempts);Putting   > 10' (rank);Total Putts Gained;
R;2014;020;047;538;  ;000;30110;Stanley, Kyle;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;07:23;073;072; T72;999; CUT;;  00000000000;  15;          4;58;         10;          2;38;          2;;              4;086;00000000339;33;00000000650;00000000002;11;00000004312;00000000014;5;          9;00000000006;00000000014;  100;00000000003;00000000002;;000;         43.167;001;         30.417;002;         73.583;00000000003;         26.000;002;         76.167;002;         50.583;002;        107.000;002;        8.500;          1;     60.333;          1;     13.083;          1;     81.917;          3;     61.500;          1;     47.833;          1;;;;;00000000018;  00000000013;61;        700.500;00000000018;  102;00000000012;    438.250;123;00000000005;    191.250;51;00000000003;    121.250;00000000002;     70.000;  00000000002;00000000002;00000000001;00000000002;00000000005;94;     37.000;          3;92;00000000001;00000000001;00000000000;00000000000;00000000001;00000000002;00000000001;00000000001;00000000000;00000000002;00000000000;00000000000;00000000000;00000000003;63;           68.333;00000000003;00000000000;00000000000;00000000033;00000000024;00000000006;00000000003;00000000012;     28.583;00000001391;00000000014;00000000013;00000000000;00000000000;  00000000000;00000000000;00000000002;00000000000;00000000001;00000000000;00000000001;00000000001;00000000001;00000000001;00000000000;00000000000;         14;         13;101;          5;            2;95;00000000004;00000000001;122;00000000019;00000000015;118;00000000003;00000000001;34;00000000002;00000000000;44;00000000003;00000000001;10;00000000006;00000000001;21;          3;         14;28;  .903-;
R;2014;020;047;538;  ;000;30692;Stallings, Scott;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;12:08;066;088; T88;999; CUT;;  00000000000;  15;          7;9;         10;;1;          1;;              1;009;00000000328;91;00000000568;00000000002;123;00000004174;00000000014;43;          9;00000000008;00000000014;  53;00000000001;00000000004;;000;          5.750;001;         47.167;003;         52.917;00000000004;         18.250;003;         38.250;002;         35.000;001;         39.750;002;  ;;;;;;;;     42.667;          1;     48.833;          1;;;    237.833;          3;00000000018;  00000000013;61;        621.750;00000000018;  62;00000000012;    184.167;1;00000000005;    329.333;122;00000000001;     82.833;00000000004;    246.500;  00000000003;00000000001;00000000000;00000000004;00000000005;17;     48.000;          5;68;00000000001;00000000002;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000004;00000000005;00000000000;00000000000;00000000001;00000000001;1;            6.417;00000000001;00000000001;00000000372;00000000025;00000000020;00000000009;00000000000;00000000008;     19.500;00000001033;00000000007;00000000007;00000000004;00000000004;  00000000000;00000000000;00000000002;00000000002;00000000001;00000000001;00000000001;00000000000;00000000001;00000000001;00000000000;00000000000;         11;         11;1;          5;            4;17;00000000004;00000000003;39;00000000016;00000000015;32;00000000004;00000000001;61;00000000002;00000000001;14;00000000002;00000000000;22;00000000001;00000000000;32;          2;          9;25;  1.720;
R;2014;020;047;538;  ;000;30750;Gainey, Tommy;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;12:27;068;072; T72;999; CUT;;  00000000000;  15;          7;9;          7;          4;105;;;              4;086;00000000336;48;00000000650;00000000002;11;00000004228;00000000014;17;         10;00000000010;00000000014;  15;00000000001;00000000002;;000;;000;         85.417;003;         85.417;00000000003;         27.917;002;         56.167;003;         72.000;002;         92.333;003;  ;;     10.667;          1;;;     10.667;          1;    110.833;          2;;;;;;;00000000018;  00000000013;61;        551.250;00000000018;  29;00000000013;    333.833;51;00000000003;    121.500;64;00000000002;    109.417;00000000001;     12.083;  00000000003;00000000001;00000000001;00000000002;00000000005;94;     34.500;          5;43;00000000001;00000000001;00000000000;00000000001;00000000001;00000000001;00000000000;00000000000;00000000001;00000000003;00000000000;00000000001;00000000000;00000000001;63;           20.333;00000000001;00000000000;00000000000;00000000029;00000000021;00000000008;00000000001;00000000010;     21.417;00000000968;00000000008;00000000008;00000000004;00000000003;  00000000002;00000000001;00000000001;00000000000;00000000002;00000000002;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;         14;         12;126;          4;            3;25;00000000006;00000000004;61;00000000018;00000000015;96;00000000003;00000000003;1;00000000002;00000000000;44;00000000003;00000000000;22;00000000003;00000000000;32;          3;         11;14;   .508;
R;2014;020;047;538;  ;000;30852;Ishikawa, Ryo;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;12:55;066;009;  T9;002;  T2;;  00000000000;  15;          5;32;         13;;1;;;;001;00000000343;25;00000000611;00000000002;61;00000004212;00000000014;22;          9;00000000004;00000000014;  129;00000000005;00000000002;;000;;000;;000;;00000000000;         45.250;003;         22.583;002;         19.583;001;        101.750;003;  ;;;;     57.667;          2;     57.667;          2;    130.083;          3;     30.750;          1;     68.083;          1;;;00000000018;  00000000014;34;        566.500;00000000018;  37;00000000009;    189.167;17;00000000007;    286.583;66;00000000005;    212.917;00000000002;     73.667;  00000000002;00000000002;00000000001;00000000004;00000000004;1;      7.333;          4;5;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000002;00000000002;00000000000;00000000000;00000000002;00000000002;00000000000;00000000001;63;           33.500;00000000001;00000000001;00000000268;00000000028;00000000025;00000000006;00000000000;00000000011;     23.417;00000000896;00000000009;00000000009;00000000003;00000000003;  00000000001;00000000001;00000000001;00000000000;00000000002;00000000002;00000000000;00000000000;00000000001;00000000000;00000000000;00000000000;         13;         13;1;          4;            2;65;00000000004;00000000003;39;00000000017;00000000015;66;00000000003;00000000001;34;00000000002;00000000000;44;00000000000;00000000000;;00000000006;00000000001;21;          2;         11;42;   .370;
R;2014;020;047;538;  ;000;30926;Kirk, Chris;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;07:52;070;048; T48;036; T36;;  00000000001;  1;          3;92;         10;          4;105;;;              4;086;00000000354;3;00000000627;00000000002;30;00000004156;00000000014;54;          4;00000000004;00000000014;  129;00000000004;00000000006;;000;          1.917;001;         40.417;001;         42.333;00000000002;          4.833;001;         32.583;001;         54.833;002;         75.417;002;  ;;;;     52.250;          1;     52.250;          1;     73.167;          2;     92.500;          1;    121.750;          2;    136.417;          2;00000000018;  00000000011;105;        696.667;00000000018;  101;00000000008;    210.000;56;00000000009;    483.333;109;00000000003;    109.167;00000000006;    374.167;  00000000003;00000000001;00000000001;00000000003;00000000007;86;     57.500;          5;83;00000000002;00000000003;00000000000;00000000000;00000000002;00000000003;00000000000;00000000001;00000000001;00000000003;00000000000;00000000000;00000000000;00000000003;63;           47.583;00000000003;00000000000;00000000000;00000000028;00000000018;00000000008;00000000000;00000000010;     18.083;00000001212;00000000011;00000000011;00000000002;00000000002;  00000000001;00000000000;00000000002;00000000001;00000000001;00000000001;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;         14;         13;101;          4;            3;25;00000000005;00000000003;82;00000000018;00000000016;57;00000000003;00000000000;78;00000000001;00000000000;44;00000000000;00000000000;;00000000006;00000000002;6;          2;         10;36;   .862;
R;2014;020;047;538;  ;000;30927;Todd, Brendon;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;08:30;068;019; T19;012; T12;;  00000000001;  1;          3;92;         13;;1;          1;;              1;009;00000000316;277;00000000621;00000000002;40;00000004060;00000000014;97;          5;00000000007;00000000014;  78;00000000001;00000000005;;000;;000;         21.583;002;         21.583;00000000002;         11.667;001;         30.667;003;         40.000;002;         67.083;003;  ;;;;     14.417;          1;     14.417;          1;    104.250;          2;     36.833;          1;;;     41.083;          1;00000000018;  00000000013;61;        509.417;00000000018;  17;00000000011;    171.000;2;00000000005;    196.583;56;00000000001;     14.417;00000000004;    182.167;  00000000003;00000000001;00000000001;00000000004;00000000005;17;     69.250;          5;101;00000000000;00000000000;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000003;00000000004;00000000001;00000000001;00000000002;00000000003;30;           18.667;00000000003;00000000000;00000000000;00000000028;00000000022;00000000008;00000000000;00000000010;     18.000;00000001111;00000000011;00000000011;00000000002;00000000002;  00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000003;00000000002;00000000001;00000000000;00000000001;00000000000;         14;         14;1;          5;            2;95;00000000004;00000000003;39;00000000019;00000000016;87;00000000007;00000000001;77;00000000000;00000000000;;00000000000;00000000000;;00000000002;00000000001;2;          2;          9;25;   .048;
R;2014;020;047;538;  ;000;30944;Kokrak, Jason;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;11:30;070;103;T103;999; CUT;;  00000000000;  15;          6;15;          9;          1;15;          2;;              3;064;00000000348;10;00000000649;00000000002;13;00000004205;00000000014;25;          7;00000000006;00000000014;  100;00000000004;00000000003;;000;;000;         12.583;001;         12.583;00000000001;         53.083;003;         73.000;003;         44.833;001;        114.083;002;       57.500;          1;;;;;     57.500;          1;    111.583;          2;     59.833;          1;     45.583;          1;     84.750;          2;00000000018;  00000000011;105;        756.333;00000000018;  123;00000000010;    297.583;86;00000000007;    359.250;102;00000000004;    216.167;00000000003;    143.083;  00000000004;00000000000;00000000002;00000000004;00000000007;46;     73.417;          6;91;00000000001;00000000003;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000003;00000000005;00000000000;00000000000;00000000000;00000000000;;  ;00000000000;00000000000;00000000000;00000000028;00000000018;00000000008;00000000000;00000000010;     22.750;00000000850;00000000011;00000000011;00000000002;00000000002;  00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;         14;         14;1;;  ;;00000000001;00000000001;1;00000000014;00000000014;1;00000000006;00000000004;12;00000000003;00000000000;44;00000000000;00000000000;;00000000005;00000000000;32;          4;         14;13;  1.693;
R;2014;020;047;538;  ;000;30946;Prugh, Alex;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;08:20;068;072; T72;999; CUT;;  00000000000;  15;          4;58;         13;          1;15;;;              1;009;00000000326;111;00000000619;00000000002;43;00000004199;00000000014;29;         10;00000000005;00000000014;  124;00000000006;00000000002;;000;          5.417;001;         21.750;002;         27.167;00000000003;         39.583;002;         29.917;001;         22.583;001;         76.000;002;  ;;;;     46.667;          1;     46.667;          1;     52.250;          2;;;     71.083;          2;     21.583;          1;00000000018;  00000000015;16;        554.917;00000000018;  33;00000000009;    195.250;22;00000000006;    191.583;36;00000000006;    191.583;00000000000;;  00000000002;00000000002;00000000002;00000000002;00000000003;26;     30.583;          3;70;00000000001;00000000002;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000002;00000000003;00000000000;00000000000;00000000000;00000000000;;  ;00000000000;00000000000;00000000000;00000000032;00000000028;00000000004;00000000000;00000000014;     25.417;00000000543;00000000012;00000000012;00000000002;00000000002;  00000000000;00000000000;00000000004;00000000004;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000000;         14;         14;1;          5;            4;17;00000000004;00000000004;1;00000000019;00000000018;8;00000000000;00000000000;;00000000001;00000000000;44;00000000004;00000000000;22;00000000008;00000000000;32;;         13;108;   .509;
R;2014;020;047;538;  ;000;31202;McGirt, William;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;12:36;066;037; T37;028; T28;;  00000000000;  15;          6;15;         11;          1;15;;;              1;009;00000000312;356;00000000597;00000000002;89;00000003898;00000000014;126;          2;00000000009;00000000014;  29;00000000001;00000000004;;000;         14.083;002;         47.833;003;         61.917;00000000005;         22.250;002;         58.833;002;         72.167;002;        132.250;003;  ;;     11.667;          1;;;     11.667;          1;     53.667;          1;     18.167;          1;;;     57.917;          1;00000000018;  00000000016;6;        488.833;00000000018;  10;00000000014;    347.417;46;00000000004;    141.417;44;00000000001;     11.667;00000000003;    129.750;  00000000001;00000000003;00000000000;00000000001;00000000002;52;     10.500;          2;29;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000000;00000000000;;  ;00000000000;00000000000;00000000000;00000000029;00000000026;00000000007;00000000000;00000000011;     21.250;00000000976;00000000010;00000000010;00000000003;00000000003;  00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000001;00000000000;00000000000;00000000000;00000000002;00000000002;         14;         14;1;          3;            2;37;00000000002;00000000001;94;00000000017;00000000016;27;00000000001;00000000001;1;00000000002;00000000001;14;00000000003;00000000000;22;00000000006;00000000000;32;          2;         12;50;  2.540;
R;2014;020;047;538;  ;000;31557;Herman, Jim;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;11:49;069;058; T58;057; T57;;  00000000001;  1;          2;112;         13;          2;38;;;              2;032;00000000334;54;00000000610;00000000002;62;00000004167;00000000014;46;          6;00000000006;00000000014;  100;00000000003;00000000004;;000;;000;          5.583;001;          5.583;00000000001;          9.333;001;        140.250;003;         80.083;002;         97.417;003;  ;;;;     76.917;          2;     76.917;          2;     72.917;          1;     87.750;          2;     24.750;          1;      1.083;          1;00000000018;  00000000013;61;        652.083;00000000018;  76;00000000010;    332.667;112;00000000007;    263.417;47;00000000003;     79.333;00000000004;    184.083;  00000000004;00000000000;00000000002;00000000003;00000000005;40;     56.833;          5;82;00000000000;00000000001;00000000000;00000000000;00000000000;00000000000;00000000001;00000000003;00000000002;00000000002;00000000000;00000000000;00000000002;00000000003;30;           19.750;00000000003;00000000000;00000000000;00000000031;00000000024;00000000005;00000000000;00000000013;     25.000;00000000854;00000000013;00000000013;00000000001;00000000001;  00000000001;00000000001;00000000001;00000000000;00000000003;00000000001;00000000000;00000000000;00000000000;00000000000;00000000001;00000000000;         15;         15;1;          5;            1;119;00000000005;00000000002;114;00000000020;00000000016;113;00000000003;00000000001;34;00000000000;00000000000;;00000000001;00000000000;22;00000000007;00000000001;27;          2;         11;42;  .954-;
R;2014;020;047;538;  ;000;31560;Stuard, Brian;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;11:39;065;009;  T9;015; T15;;  00000000001;  1;          4;58;         13;;1;;;;001;00000000328;91;00000000604;00000000002;78;00000004187;00000000014;35;          6;00000000009;00000000014;  29;00000000000;00000000003;;000;;000;         27.500;002;         27.500;00000000002;        181.167;004;         43.750;003;         84.333;002;         54.000;003;  ;;;;     16.583;          1;     16.583;          1;;;;;      5.083;          1;;;00000000018;  00000000016;6;        609.667;00000000018;  54;00000000014;    390.750;68;00000000002;     21.667;3;00000000000;;00000000002;     21.667;  00000000003;00000000001;00000000002;00000000002;00000000002;1;     28.000;          2;102;00000000002;00000000002;00000000000;00000000000;00000000002;00000000002;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;63;           23.250;00000000001;00000000000;00000000000;00000000030;00000000028;00000000006;00000000000;00000000012;     20.667;00000001076;00000000010;00000000010;00000000001;00000000001;  00000000000;00000000000;00000000001;00000000001;00000000002;00000000002;00000000001;00000000000;00000000001;00000000001;00000000000;00000000000;         11;         11;1;          5;            4;17;00000000004;00000000003;39;00000000016;00000000015;32;00000000003;00000000001;34;00000000004;00000000001;33;00000000003;00000000001;10;00000000004;00000000000;32;          3;         14;28;  2.111;
